Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.026638235,-0.50%,1.20%,5424,16.10%,4.60%,6118,14.90%,-13.40%,8,1,-2,$463K,5.10%,11.40%,6243,6.30%,10.30%,6/30/2016,All Residential,"Seattle, WA metro area"
0.991090668,0.00%,0.10%,10070,15.60%,-6.10%,21421,1.50%,-12.00%,21,1,0,$389K,1.00%,1.90%,10587,-4.00%,2.50%,6/30/2016,All Residential,"Washington, DC metro area"
0.952405257,-0.10%,-0.10%,3236,2.60%,0.20%,14497,-2.70%,7.40%,74,1,0,$250K,0.00%,6.40%,3606,-4.70%,-0.30%,6/30/2016,All Residential,"West Palm Beach, FL metro area"
0.971548142,0.00%,0.60%,2716,-20.40%,-3.70%,19563,8.10%,-5.90%,115,12,-13,$300K,-7.10%,7.10%,5153,19.10%,0.10%,2/28/2014,All Residential,"Boston, MA metro area"
0.968091176,0.00%,0.80%,6018,-23.70%,-4.20%,39116,5.50%,-15.40%,87,5,-20,$155K,-6.10%,14.80%,11191,19.20%,-5.70%,2/28/2014,All Residential,"Chicago, IL metro area"
,,,5474,18.90%,4.40%,18674,1.80%,-12.90%,47,-8,-12,$180K,5.90%,9.20%,7816,2.50%,-6.10%,2/28/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.972931084,0.20%,0.80%,5191,20.40%,16.70%,17031,-0.20%,-11.10%,46,-3,-16,$183K,3.70%,10.90%,7364,3.10%,3.40%,2/28/2014,All Residential,"Houston, TX metro area"
0.992018797,0.00%,-0.40%,4478,-6.60%,-16.20%,13012,1.90%,34.20%,29,-3,5,$435K,2.60%,23.20%,6873,-6.40%,0.30%,2/28/2014,All Residential,"Los Angeles, CA metro area"
0.966313558,-0.50%,0.30%,2196,-18.20%,-1.80%,,,,70,5,,$190K,-4.60%,11.80%,,,,2/28/2014,All Residential,"Miami, FL metro area"
0.970808496,0.00%,-0.30%,2332,-8.90%,-14.80%,16725,3.80%,5.70%,104,6,-2,$155K,-1.00%,16.00%,3976,-1.60%,11.70%,2/28/2014,All Residential,"Orlando, FL metro area"
0.949541904,0.10%,0.90%,1972,-23.70%,-4.50%,16200,0.50%,-7.30%,82,10,-14,$195K,-7.10%,1.60%,3782,-2.30%,-22.10%,2/28/2014,All Residential,"Philadelphia, PA metro area"
1.053033255,2.10%,1.60%,906,5.60%,1.20%,1655,18.00%,-1.30%,14,-11,-2,$900K,2.80%,17.60%,1441,16.80%,4.40%,2/28/2014,All Residential,"San Francisco, CA metro area"
1.032255482,1.60%,-1.00%,946,10.80%,-0.70%,1381,13.20%,6.70%,12,-5,0,$691K,6.80%,14.50%,1399,19.90%,-1.20%,2/28/2014,All Residential,"San Jose, CA metro area"
0.996406754,0.60%,0.10%,2487,13.50%,0.70%,6794,0.30%,9.10%,40,-4,1,$348K,5.30%,12.10%,3457,8.20%,-7.00%,2/28/2014,All Residential,"Seattle, WA metro area"
0.984086721,0.00%,-0.10%,4165,-3.60%,-2.90%,14529,4.00%,17.30%,45,3,3,$330K,-1.50%,6.10%,6680,13.20%,0.30%,2/28/2014,All Residential,"Washington, DC metro area"
0.945939016,-1.30%,-0.30%,2038,-6.00%,-18.40%,14477,2.70%,5.70%,78,7,-6,$180K,3.00%,17.00%,3852,-9.70%,1.00%,2/28/2014,All Residential,"West Palm Beach, FL metro area"
0.982935506,0.60%,0.10%,3932,13.20%,-9.20%,15477,16.90%,-41.50%,62,-42,-18,$338K,4.00%,2.50%,10791,52.70%,12.60%,4/30/2015,All Residential,"Boston, MA metro area"
0.965997796,0.40%,-0.40%,9743,18.50%,3.80%,52580,9.50%,13.20%,80,-17,7,$200K,8.10%,11.10%,18524,7.10%,6.50%,4/30/2015,All Residential,"Chicago, IL metro area"
,,,7631,4.40%,0.50%,17125,8.10%,-12.40%,26,-3,-5,$215K,2.90%,13.80%,10958,20.50%,4.10%,4/30/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.975711643,0.00%,-0.30%,6821,4.40%,-0.80%,19674,5.10%,16.60%,26,-1,-2,$207K,-0.20%,6.20%,9961,9.30%,3.10%,4/30/2015,All Residential,"Houston, TX metro area"
0.994310997,0.30%,-0.10%,6700,8.10%,5.30%,15498,3.90%,10.80%,31,-4,9,$492K,2.80%,8.00%,8934,4.60%,7.90%,4/30/2015,All Residential,"Los Angeles, CA metro area"
0.960744727,0.10%,0.00%,3102,1.50%,0.70%,17559,-1.00%,,72,-7,4,$230K,2.20%,7.00%,4537,-6.90%,,4/30/2015,All Residential,"Miami, FL metro area"
0.969595238,0.00%,0.10%,3902,3.50%,26.10%,13999,0.50%,-3.10%,55,-9,-35,$173K,-3.00%,3.70%,4950,1.70%,9.70%,4/30/2015,All Residential,"Orlando, FL metro area"
0.955486338,0.20%,0.20%,3456,9.10%,13.70%,20706,9.50%,9.10%,75,-12,1,$216K,8.00%,1.40%,7826,20.10%,5.20%,4/30/2015,All Residential,"Philadelphia, PA metro area"
1.087399233,0.80%,1.70%,1527,20.40%,-1.00%,1749,13.50%,-6.20%,14,0,0,"$1,128K",5.50%,22.60%,1687,7.40%,-4.30%,4/30/2015,All Residential,"San Francisco, CA metro area"
1.068789801,0.50%,1.50%,1765,33.50%,14.60%,1710,8.80%,-7.50%,11,-1,0,$820K,1.20%,8.70%,1938,6.10%,-1.50%,4/30/2015,All Residential,"San Jose, CA metro area"
1.009988115,0.50%,0.60%,4417,14.40%,17.10%,6344,5.80%,-10.80%,10,-7,-6,$400K,3.90%,12.70%,5730,11.10%,13.40%,4/30/2015,All Residential,"Seattle, WA metro area"
0.988772962,0.40%,0.00%,6854,17.90%,14.90%,21823,17.30%,21.80%,28,-18,6,$370K,2.80%,1.40%,13096,21.50%,15.60%,4/30/2015,All Residential,"Washington, DC metro area"
0.950740917,0.10%,0.10%,3584,11.40%,14.00%,14441,-3.50%,5.30%,77,2,7,$215K,6.40%,13.20%,3929,-8.20%,1.70%,4/30/2015,All Residential,"West Palm Beach, FL metro area"
0.998442421,0.00%,0.40%,7151,-14.10%,-14.70%,14559,-1.80%,-18.90%,13,1,-1,$397K,0.60%,4.50%,6853,-25.00%,-11.10%,7/31/2016,All Residential,"Boston, MA metro area"
0.97491026,0.00%,0.40%,12710,-8.90%,-8.80%,51660,-0.90%,-6.30%,64,0,-4,$240K,0.40%,5.70%,14448,-13.60%,-6.10%,7/31/2016,All Residential,"Chicago, IL metro area"
,,,8799,-7.70%,-9.20%,20260,5.50%,-2.30%,24,-1,-1,$235K,-5.20%,6.90%,11019,-3.10%,-10.30%,7/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.974875161,0.00%,-0.30%,7479,-9.80%,-10.60%,26315,2.20%,12.90%,29,-1,5,$229K,-0.40%,4.50%,10276,-3.60%,-6.30%,7/31/2016,All Residential,"Houston, TX metro area"
0.997450562,-0.10%,0.10%,6775,-9.30%,-11.90%,18694,8.50%,8.90%,32,0,3,$540K,-0.90%,6.90%,9183,-2.70%,-0.50%,7/31/2016,All Residential,"Los Angeles, CA metro area"
0.960664995,0.00%,-0.20%,2685,-9.00%,-25.90%,18328,-1.00%,7.80%,61,5,-7,$265K,2.30%,11.80%,3890,-10.90%,-9.30%,7/31/2016,All Residential,"Miami, FL metro area"
0.975708172,-0.10%,0.10%,3936,-6.40%,-21.30%,12554,-0.40%,-10.00%,44,2,-3,$210K,0.50%,13.60%,4291,-7.80%,-7.80%,7/31/2016,All Residential,"Orlando, FL metro area"
0.970222372,0.00%,0.40%,5326,-7.20%,-18.60%,18479,1.10%,-13.20%,40,0,-5,$250K,1.20%,0.00%,4972,-19.40%,-12.00%,7/31/2016,All Residential,"Philadelphia, PA metro area"
1.054693009,0.20%,-3.20%,1247,-15.60%,-13.30%,2611,2.00%,37.10%,24,3,7,"$1,150K",-4.20%,5.00%,1457,-13.10%,-3.80%,7/31/2016,All Residential,"San Francisco, CA metro area"
1.022857885,-1.10%,-3.00%,1383,-16.50%,-18.20%,2694,3.20%,24.50%,28,7,13,$905K,0.60%,5.20%,1662,-5.80%,-12.10%,7/31/2016,All Residential,"San Jose, CA metro area"
1.021040489,-0.60%,1.00%,5003,-7.80%,-4.50%,6705,9.60%,-8.00%,8,0,-3,$450K,-2.70%,9.80%,5774,-7.50%,8.00%,7/31/2016,All Residential,"Seattle, WA metro area"
0.990415318,-0.10%,0.20%,8433,-16.30%,-3.20%,20947,-2.20%,-14.60%,24,3,-2,$391K,0.50%,0.30%,8984,-15.10%,-8.30%,7/31/2016,All Residential,"Washington, DC metro area"
0.954225739,0.20%,-0.30%,3044,-5.90%,-26.50%,14029,-3.20%,5.80%,73,-1,0,$255K,2.00%,13.30%,3225,-10.60%,-11.40%,7/31/2016,All Residential,"West Palm Beach, FL metro area"
0.978023888,0.60%,0.90%,3644,34.20%,-4.20%,22471,14.90%,-2.30%,104,-11,-14,$320K,6.70%,10.30%,7573,47.00%,6.10%,3/31/2014,All Residential,"Boston, MA metro area"
0.968211324,0.00%,0.90%,7060,17.30%,-5.20%,42242,8.00%,-10.80%,89,2,-14,$167K,7.70%,15.20%,14847,32.70%,10.50%,3/31/2014,All Residential,"Chicago, IL metro area"
,,,6909,26.20%,-6.50%,19024,1.90%,-12.50%,35,-12,-8,$189K,4.70%,7.80%,9600,22.80%,-1.70%,3/31/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.976242011,0.30%,0.70%,6434,23.90%,10.70%,16812,-1.30%,-13.40%,33,-13,-14,$192K,4.90%,9.90%,8749,18.80%,3.80%,3/31/2014,All Residential,"Houston, TX metro area"
0.994854071,0.30%,-0.70%,5529,23.50%,-18.00%,13669,5.00%,44.70%,24,-5,5,$450K,3.40%,16.00%,8221,19.60%,9.10%,3/31/2014,All Residential,"Los Angeles, CA metro area"
0.964219357,-0.20%,0.10%,2800,27.50%,0.80%,,,,69,-1,,$215K,13.20%,18.80%,,,,3/31/2014,All Residential,"Miami, FL metro area"
0.970488257,0.00%,-0.40%,2813,20.60%,-12.10%,17030,1.80%,9.00%,99,-5,-5,$160K,3.20%,13.10%,4492,13.00%,20.60%,3/31/2014,All Residential,"Orlando, FL metro area"
0.952478961,0.30%,0.40%,2636,33.70%,1.90%,17656,9.00%,-3.90%,85,3,-1,$195K,0.00%,-5.80%,6231,64.80%,1.20%,3/31/2014,All Residential,"Philadelphia, PA metro area"
1.060040285,0.70%,1.20%,1230,35.80%,-8.60%,1709,3.30%,-4.30%,14,0,0,$950K,5.60%,14.30%,1710,18.70%,-1.20%,3/31/2014,All Residential,"San Francisco, CA metro area"
1.047581451,1.50%,-0.80%,1196,26.40%,-10.50%,1556,12.70%,17.90%,11,-1,1,$734K,6.30%,12.90%,1713,22.40%,0.90%,3/31/2014,All Residential,"San Jose, CA metro area"
0.998894764,0.20%,-0.10%,3261,31.10%,-3.20%,6791,0.00%,10.70%,23,-17,0,$345K,-0.70%,6.20%,4399,27.20%,-1.00%,3/31/2014,All Residential,"Seattle, WA metro area"
0.988332756,0.40%,0.10%,5343,28.30%,-1.90%,15853,9.10%,21.90%,34,-11,6,$345K,4.50%,1.20%,9283,39.00%,6.60%,3/31/2014,All Residential,"Washington, DC metro area"
0.948490781,0.30%,-0.10%,2645,29.80%,-9.90%,14339,-1.00%,6.80%,70,-8,-7,$185K,2.60%,23.30%,4062,5.50%,27.20%,3/31/2014,All Residential,"West Palm Beach, FL metro area"
0.989889465,0.70%,0.20%,5333,35.60%,-5.60%,17574,13.50%,-40.50%,17,-45,-58,$360K,6.50%,2.90%,11010,2.00%,11.10%,5/31/2015,All Residential,"Boston, MA metro area"
0.96929809,0.30%,-0.20%,11366,16.70%,14.30%,55098,4.80%,11.60%,69,-11,5,$218K,9.00%,11.80%,17403,-6.10%,-0.10%,5/31/2015,All Residential,"Chicago, IL metro area"
,,,8642,13.20%,-1.90%,18047,5.40%,-10.40%,24,-2,-6,$220K,2.30%,12.80%,10988,0.30%,-4.60%,5/31/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.97856752,0.30%,-0.10%,7122,4.40%,-7.40%,20630,4.90%,18.10%,24,-2,1,$220K,6.20%,9.90%,10077,1.20%,-1.90%,5/31/2015,All Residential,"Houston, TX metro area"
0.996537716,0.20%,0.00%,6765,1.00%,3.30%,15967,3.00%,10.50%,29,-2,8,$491K,-0.10%,5.60%,8663,-3.00%,1.30%,5/31/2015,All Residential,"Los Angeles, CA metro area"
0.960344299,0.00%,-0.20%,3056,-1.50%,0.20%,17261,-1.70%,6.50%,72,0,4,$245K,6.50%,9.20%,4093,-9.80%,-9.30%,5/31/2015,All Residential,"Miami, FL metro area"
0.969963133,0.00%,0.00%,3788,-2.90%,12.90%,14094,0.70%,3.80%,53,-2,-26,$180K,4.30%,9.10%,4839,-2.20%,2.20%,5/31/2015,All Residential,"Orlando, FL metro area"
0.963123523,0.80%,0.50%,3969,14.80%,13.20%,21771,5.10%,9.40%,48,-27,0,$225K,4.20%,2.30%,7316,-6.50%,4.60%,5/31/2015,All Residential,"Philadelphia, PA metro area"
1.099184399,1.20%,2.70%,1288,-15.70%,-15.70%,1889,8.00%,-5.50%,14,0,0,"$1,136K",0.70%,19.60%,1627,-3.60%,-16.30%,5/31/2015,All Residential,"San Francisco, CA metro area"
1.077444368,0.90%,2.70%,1680,-4.80%,4.20%,1912,11.80%,-1.20%,10,-1,-2,$889K,8.50%,17.80%,1911,-1.40%,-4.60%,5/31/2015,All Residential,"San Jose, CA metro area"
1.013313745,0.30%,1.00%,4614,4.50%,14.70%,6794,7.10%,-12.70%,9,-1,-4,$399K,-0.30%,8.90%,5829,1.70%,-2.70%,5/31/2015,All Residential,"Seattle, WA metro area"
0.989468764,0.10%,-0.20%,7265,6.00%,5.00%,23920,9.60%,21.30%,21,-7,3,$380K,2.70%,-0.70%,12205,-6.80%,4.00%,5/31/2015,All Residential,"Washington, DC metro area"
0.950641271,0.00%,0.10%,3425,-4.40%,2.40%,13982,-3.20%,5.80%,76,-1,5,$235K,9.30%,18.70%,3679,-6.40%,-2.10%,5/31/2015,All Residential,"West Palm Beach, FL metro area"
0.996109984,-0.20%,0.50%,7767,8.60%,6.70%,13907,-4.50%,-21.60%,16,3,-3,$390K,-1.80%,3.30%,6571,-4.10%,-5.10%,8/31/2016,All Residential,"Boston, MA metro area"
0.973204935,-0.20%,0.40%,13959,9.80%,25.10%,49343,-4.50%,-8.20%,68,4,-3,$230K,-4.20%,2.70%,13310,-7.90%,-2.30%,8/31/2016,All Residential,"Chicago, IL metro area"
,,,9487,7.80%,3.30%,19488,-3.80%,-4.40%,26,2,0,$235K,0.00%,9.30%,9924,-9.90%,-1.10%,8/31/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.972802995,-0.20%,-0.40%,8294,10.90%,7.60%,25902,-1.60%,10.50%,32,3,5,$225K,-1.90%,4.50%,9161,-10.90%,0.30%,8/31/2016,All Residential,"Houston, TX metro area"
0.997157446,0.00%,0.10%,7127,5.20%,6.60%,19349,3.50%,12.40%,35,3,5,$545K,0.90%,6.90%,9415,2.50%,10.90%,8/31/2016,All Residential,"Los Angeles, CA metro area"
0.959678131,-0.10%,-0.70%,2935,9.30%,20.50%,18224,-0.60%,7.10%,58,-3,-10,$260K,-1.90%,10.30%,4193,7.80%,-3.40%,8/31/2016,All Residential,"Miami, FL metro area"
0.976539538,0.10%,0.40%,4229,7.40%,37.00%,12240,-2.50%,-10.40%,44,0,-8,$209K,-0.50%,14.80%,4450,3.70%,1.70%,8/31/2016,All Residential,"Orlando, FL metro area"
0.97062602,0.00%,0.40%,5368,0.80%,13.00%,16864,-8.70%,-18.60%,43,3,-9,$245K,-2.00%,1.60%,4945,-0.50%,-2.80%,8/31/2016,All Residential,"Philadelphia, PA metro area"
1.041930842,-1.30%,-3.80%,1287,3.20%,1.70%,2447,-6.30%,27.50%,32,8,14,"$1,100K",-4.30%,3.00%,1296,-11.10%,-4.00%,8/31/2016,All Residential,"San Francisco, CA metro area"
1.016680816,-0.60%,-3.20%,1465,5.90%,-2.30%,2588,-3.90%,13.50%,30,2,13,$860K,-5.00%,1.20%,1581,-4.90%,-3.80%,8/31/2016,All Residential,"San Jose, CA metro area"
1.014771116,-0.60%,0.70%,5252,5.00%,12.90%,6680,-0.40%,-8.80%,10,2,-4,$450K,0.00%,9.00%,5305,-8.10%,9.90%,8/31/2016,All Residential,"Seattle, WA metro area"
0.988946866,-0.10%,0.20%,8855,5.00%,29.80%,19914,-4.90%,-17.00%,30,6,-5,$385K,-1.60%,0.20%,8116,-9.70%,-3.00%,8/31/2016,All Residential,"Washington, DC metro area"
0.954243331,0.00%,-0.50%,3035,-0.30%,12.20%,13638,-2.80%,5.30%,73,0,-1,$248K,-2.90%,11.20%,3608,11.90%,3.50%,8/31/2016,All Residential,"West Palm Beach, FL metro area"
0.981961165,0.40%,0.60%,4329,18.80%,-2.10%,26458,17.70%,-2.70%,80,-24,-8,$330K,3.10%,4.70%,9586,26.60%,-4.10%,4/30/2014,All Residential,"Boston, MA metro area"
0.970450844,0.20%,0.50%,9389,33.00%,-0.40%,46437,9.90%,-6.90%,73,-16,-18,$180K,7.80%,12.50%,17398,17.20%,9.30%,4/30/2014,All Residential,"Chicago, IL metro area"
,,,7593,9.90%,-5.00%,19545,2.70%,-13.20%,31,-4,-6,$189K,0.30%,5.00%,10530,9.70%,-3.70%,4/30/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.978603027,0.20%,0.40%,6874,6.80%,5.70%,16874,0.40%,-13.60%,28,-5,-10,$195K,1.80%,4.90%,9660,10.40%,5.10%,4/30/2014,All Residential,"Houston, TX metro area"
0.995675794,0.10%,-1.00%,6360,15.00%,-7.60%,13990,2.30%,36.80%,22,-2,6,$455K,1.10%,13.80%,8280,0.70%,-3.00%,4/30/2014,All Residential,"Los Angeles, CA metro area"
0.960300773,-0.40%,-0.90%,3081,10.00%,-1.70%,,,,68,-1,,$215K,0.00%,13.20%,,,,4/30/2014,All Residential,"Miami, FL metro area"
0.968441629,-0.20%,-0.90%,3094,10.00%,-2.30%,14441,-15.20%,-8.30%,90,-9,-1,$166K,4.00%,14.80%,4514,0.50%,9.00%,4/30/2014,All Residential,"Orlando, FL metro area"
0.953230909,0.10%,0.10%,3040,15.30%,-10.40%,18986,7.50%,-4.10%,74,-11,1,$213K,9.20%,2.40%,7440,19.40%,7.10%,4/30/2014,All Residential,"Philadelphia, PA metro area"
1.070671465,1.10%,1.40%,1543,25.40%,5.30%,1865,9.10%,-10.00%,14,0,1,$920K,-3.10%,8.90%,1763,3.10%,-12.80%,4/30/2014,All Residential,"San Francisco, CA metro area"
1.053916247,0.60%,-0.50%,1540,28.80%,1.20%,1848,18.80%,16.70%,11,0,1,$755K,2.80%,6.70%,1967,14.80%,0.90%,4/30/2014,All Residential,"San Jose, CA metro area"
1.00379403,0.50%,-0.10%,3773,15.70%,-1.00%,7112,4.70%,8.40%,16,-7,1,$355K,2.90%,7.90%,5051,14.80%,2.70%,4/30/2014,All Residential,"Seattle, WA metro area"
0.988417258,0.00%,-0.30%,5967,11.70%,-6.10%,17916,13.00%,24.10%,22,-12,4,$365K,5.80%,2.80%,11325,22.00%,6.00%,4/30/2014,All Residential,"Washington, DC metro area"
0.95010024,0.20%,0.10%,3144,18.90%,1.20%,13712,-4.40%,3.60%,70,0,-8,$190K,2.70%,18.80%,3864,-4.90%,6.80%,4/30/2014,All Residential,"West Palm Beach, FL metro area"
0.995445144,0.60%,0.60%,7702,44.40%,11.20%,18128,3.20%,-39.00%,12,-5,-63,$380K,5.60%,1.60%,9893,-10.10%,14.20%,6/30/2015,All Residential,"Boston, MA metro area"
0.971459509,0.20%,-0.20%,14508,27.60%,34.50%,55709,1.10%,7.20%,66,-3,3,$229K,5.00%,6.50%,16910,-2.80%,2.20%,6/30/2015,All Residential,"Chicago, IL metro area"
,,,9582,10.90%,3.10%,19163,6.20%,-8.20%,23,-1,-4,$225K,2.30%,11.40%,11224,2.10%,4.90%,6/30/2015,All Residential,"Dallas-Fort Worth, TX metro area"
0.979330557,0.10%,-0.20%,8207,15.20%,0.30%,21662,5.00%,18.10%,21,-3,1,$223K,1.40%,5.40%,10245,1.70%,4.60%,6/30/2015,All Residential,"Houston, TX metro area"
0.996740126,0.00%,-0.10%,7552,11.60%,16.80%,16667,4.40%,7.20%,28,-1,7,$504K,2.60%,8.30%,9388,8.40%,10.70%,6/30/2015,All Residential,"Los Angeles, CA metro area"
0.961331596,0.10%,-0.40%,3225,5.50%,2.80%,17092,-1.00%,3.20%,68,-4,5,$245K,0.00%,16.60%,4362,6.60%,3.90%,6/30/2015,All Residential,"Miami, FL metro area"
0.9741636,0.40%,0.10%,4577,20.80%,41.10%,14137,0.30%,10.20%,48,-5,-9,$182K,1.10%,10.30%,4904,1.30%,13.00%,6/30/2015,All Residential,"Orlando, FL metro area"
0.966938701,0.40%,0.40%,5011,26.30%,18.70%,21783,0.10%,3.70%,44,-4,2,$246K,9.30%,2.80%,6349,-13.20%,5.00%,6/30/2015,All Residential,"Philadelphia, PA metro area"
1.088490302,-1.10%,2.90%,1462,13.50%,-6.20%,1945,3.00%,-7.00%,17,3,2,"$1,100K",-3.20%,14.20%,1577,-3.10%,-7.60%,6/30/2015,All Residential,"San Francisco, CA metro area"
1.062944978,-1.40%,2.10%,1366,-18.70%,-13.20%,2043,6.90%,-1.30%,13,3,1,$860K,-3.40%,11.60%,1848,-3.30%,4.30%,6/30/2015,All Residential,"San Jose, CA metro area"
1.014165468,0.10%,1.10%,5184,12.40%,17.60%,7068,4.00%,-16.70%,10,1,-2,$415K,4.10%,7.80%,5660,-2.90%,5.90%,6/30/2015,All Residential,"Seattle, WA metro area"
0.990393691,0.10%,0.00%,10725,47.60%,34.00%,24354,1.80%,13.50%,21,0,2,$382K,0.40%,-0.90%,10331,-15.40%,4.40%,6/30/2015,All Residential,"Washington, DC metro area"
0.953416688,0.30%,0.20%,3228,-5.80%,9.90%,13493,-3.50%,0.30%,74,-2,4,$235K,0.00%,10.30%,3616,-1.70%,0.50%,6/30/2015,All Residential,"West Palm Beach, FL metro area"
0.987744609,0.60%,0.70%,5648,30.50%,-5.50%,29519,11.60%,-0.50%,75,-5,-4,$350K,6.10%,6.70%,9913,3.40%,0.00%,5/31/2014,All Residential,"Boston, MA metro area"
0.971179418,0.10%,0.20%,9940,5.90%,-3.30%,49361,6.30%,-3.60%,64,-9,-17,$195K,8.30%,12.70%,17413,0.10%,9.70%,5/31/2014,All Residential,"Chicago, IL metro area"
,,,8805,16.00%,-2.90%,20135,3.00%,-11.90%,30,-1,-5,$195K,3.20%,4.30%,11523,9.40%,6.40%,5/31/2014,All Residential,"Dallas-Fort Worth, TX metro area"
0.97973337,0.10%,0.20%,7689,11.90%,0.00%,17463,3.50%,-13.00%,23,-5,-10,$200K,2.60%,6.10%,10276,6.40%,4.50%,5/31/2014,All Residential,"Houston, TX metro area"
0.996530384,0.10%,-1.20%,6549,3.00%,-13.60%,14450,3.30%,34.30%,21,-1,6,$465K,2.20%,12.00%,8556,3.30%,0.60%,5/31/2014,All Residential,"Los Angeles, CA metro area"
0.962580172,0.20%,-0.60%,3051,-1.00%,-8.20%,16202,,,68,0,,$224K,4.40%,13.90%,4512,,,5/31/2014,All Residential,"Miami, FL metro area"
0.969710919,0.10%,-0.70%,3355,8.40%,40.50%,13574,-6.00%,-13.00%,79,-11,-17,$165K,-0.90%,13.80%,4735,4.90%,16.20%,5/31/2014,All Residential,"Orlando, FL metro area"
0.957817935,0.50%,-0.20%,3506,15.30%,-11.50%,19894,4.80%,-1.70%,48,-26,-6,$220K,3.30%,0.00%,6991,-6.00%,10.40%,5/31/2014,All Residential,"Philadelphia, PA metro area"
1.072027646,0.10%,1.00%,1528,-1.00%,-11.20%,1998,7.10%,-8.50%,14,0,1,$950K,3.30%,10.50%,1943,10.20%,-2.80%,5/31/2014,All Residential,"San Francisco, CA metro area"
1.049988769,-0.40%,-1.00%,1612,4.70%,-1.90%,1935,4.70%,6.70%,12,1,2,$755K,0.10%,7.40%,2004,1.90%,-3.40%,5/31/2014,All Residential,"San Jose, CA metro area"
1.003679825,0.00%,-0.50%,4021,6.60%,-6.90%,7778,9.40%,3.50%,13,-3,1,$366K,3.10%,4.90%,5992,18.60%,5.60%,5/31/2014,All Residential,"Seattle, WA metro area"
0.991242893,0.30%,-0.20%,6922,16.00%,-10.70%,19724,10.10%,23.30%,18,-4,4,$383K,4.80%,2.00%,11735,3.60%,8.80%,5/31/2014,All Residential,"Washington, DC metro area"
0.949429809,-0.10%,0.30%,3346,6.40%,13.10%,13218,-3.60%,1.70%,71,1,-12,$198K,4.20%,11.40%,3756,-2.80%,3.20%,5/31/2014,All Residential,"West Palm Beach, FL metro area"
0.991741723,-0.40%,0.70%,6238,-19.70%,4.20%,14916,7.30%,-20.50%,20,4,-5,$369K,-5.40%,5.40%,7949,21.00%,-4.70%,9/30/2016,All Residential,"Boston, MA metro area"
0.971135239,-0.20%,0.30%,11306,-19.00%,29.50%,48003,-2.70%,-7.80%,70,2,-4,$220K,-4.30%,6.80%,12336,-7.30%,-0.10%,9/30/2016,All Residential,"Chicago, IL metro area"
,,,8338,-12.10%,2.90%,19147,-1.70%,-4.90%,29,3,-1,$235K,0.00%,11.90%,8719,-12.10%,-0.80%,9/30/2016,All Residential,"Dallas-Fort Worth, TX metro area"
0.971615643,-0.10%,-0.20%,6943,-16.30%,-1.80%,25676,-0.90%,9.30%,35,3,5,$218K,-3.20%,5.10%,8188,-10.60%,-2.00%,9/30/2016,All Residential,"Houston, TX metro area"
0.994927465,-0.20%,0.00%,6656,-6.60%,2.10%,19921,3.00%,17.60%,39,4,8,$535K,-1.80%,7.20%,9024,-4.20%,14.90%,9/30/2016,All Residential,"Los Angeles, CA metro area"
0.959578161,0.00%,-0.60%,2493,-15.10%,5.80%,18282,0.30%,7.90%,56,-2,-12,$260K,0.00%,10.60%,4168,-0.60%,-1.40%,9/30/2016,All Residential,"Miami, FL metro area"
0.973872522,-0.30%,0.20%,3588,-15.20%,3.60%,12183,-0.50%,-9.40%,45,1,-7,$205K,-1.90%,10.80%,4081,-8.30%,2.20%,9/30/2016,All Residential,"Orlando, FL metro area"
0.969037725,-0.20%,0.60%,4407,-17.90%,47.10%,17109,1.50%,-17.70%,49,6,-12,$235K,-4.00%,0.40%,5201,5.20%,-1.10%,9/30/2016,All Residential,"Philadelphia, PA metro area"
1.042716048,0.10%,-3.00%,1154,-10.30%,-1.50%,2835,15.90%,20.40%,33,1,12,"$1,088K",-1.10%,3.60%,1828,41.00%,-1.10%,9/30/2016,All Residential,"San Francisco, CA metro area"
1.015496068,-0.10%,-2.20%,1429,-2.50%,2.20%,2594,0.20%,7.50%,32,2,12,$865K,0.60%,5.50%,1627,2.90%,0.70%,9/30/2016,All Residential,"San Jose, CA metro area"
1.009872884,-0.50%,0.40%,4771,-9.20%,9.80%,6989,4.60%,-0.80%,12,2,-1,$450K,0.00%,12.50%,5158,-2.80%,17.90%,9/30/2016,All Residential,"Seattle, WA metro area"
0.988225796,-0.10%,0.20%,7004,-20.90%,17.70%,20299,1.90%,-16.60%,33,3,-5,$371K,-3.50%,5.50%,8846,9.00%,-1.30%,9/30/2016,All Residential,"Washington, DC metro area"
0.956211057,0.20%,0.10%,2767,-8.80%,18.90%,13821,1.30%,7.00%,76,3,5,$241K,-2.50%,9.60%,3753,4.00%,6.20%,9/30/2016,All Residential,"West Palm Beach, FL metro area"
